,#gens,#Terms,min_deg,max_deg,av_deg,min_terms,max_terms,av_terms,deg_sum(F),#pure_var_power,#pure_var_power_lt,min_deg_of_X_1,min_deg_of_X_2,min_deg_of_X_3,min_deg_of_X_4,max_deg_of_X_1,max_deg_of_X_2,max_deg_of_X_3,max_deg_of_X_4,av_deg_of_X_1,av_deg_of_X_2,av_deg_of_X_3,av_deg_of_X_4,min_lt_deg_of_X_1,min_lt_deg_of_X_2,min_lt_deg_of_X_3,min_lt_deg_of_X_4,max_lt_deg_of_X_1,max_lt_deg_of_X_2,max_lt_deg_of_X_3,max_lt_deg_of_X_4,av_lt_deg_of_X_1,av_lt_deg_of_X_2,av_lt_deg_of_X_3,av_lt_deg_of_X_4,cls_1,cls_2,cls_3,cls_4,cls_of_lt_1,cls_of_lt_2,cls_of_lt_3,cls_of_lt_4,generators_with_X1,generators_with_X2,generators_with_X1_X2,generators_with_X3,generators_with_X1_X3,generators_with_X2_X3,generators_with_X1_X2_X3,generators_with_X4,generators_with_X1_X4,generators_with_X2_X4,generators_with_X1_X2_X4,generators_with_X3_X4,generators_with_X1_X3_X4,generators_with_X2_X3_X4,generators_with_X1_X2_X3_X4,lt_with_X1,lt_with_X2,lt_with_X1_X2,lt_with_X3,lt_with_X1_X3,lt_with_X2_X3,lt_with_X1_X2_X3,lt_with_X4,lt_with_X1_X4,lt_with_X2_X4,lt_with_X1_X2_X4,lt_with_X3_X4,lt_with_X1_X3_X4,lt_with_X2_X3_X4,lt_with_X1_X2_X3_X4,terms_with_X1,terms_with_X2,terms_with_X1_X2,terms_with_X3,terms_with_X1_X3,terms_with_X2_X3,terms_with_X1_X2_X3,terms_with_X4,terms_with_X1_X4,terms_with_X2_X4,terms_with_X1_X2_X4,terms_with_X3_X4,terms_with_X1_X3_X4,terms_with_X2_X3_X4,terms_with_X1_X2_X3_X4,0,1,2,3,4,5
1689,4,17,3,6,4.0,3,5,4.2,16,2,1,1,1,1,0,3,4,3,6,2.2,2.2,2.2,2.5,0,0,0,0,3,4,3,0,1.0,1.5,1.5,0.0,7,8,1,1,0,3,0,1,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,0,3,1,2,0,0,0,0,0,0,0,0,0,10,10,4,10,5,6,1,7,4,4,2,2,1,1,0,0,0,3,0,14,4
2872,4,19,3,6,4.5,2,7,4.8,18,3,2,1,2,1,1,4,4,4,3,2.5,3.0,2.8,2.0,0,0,0,0,3,4,4,1,1.0,2.2,1.0,0.2,14,3,2,0,1,1,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,1,0,0,0,1,1,1,1,0,0,0,0,10,10,4,11,5,4,1,14,9,7,3,8,5,3,1,2,2,0,26,0,0
9819,5,18,3,6,3.8,2,6,3.6,19,2,0,1,0,2,0,2,3,4,3,1.4,1.6,2.8,1.2,1,0,0,0,2,2,2,1,1.4,1.4,0.8,0.2,7,8,3,0,1,2,2,0,5,4,4,5,5,4,4,3,3,2,2,3,3,2,2,5,4,4,2,2,2,2,1,1,0,0,0,0,0,0,9,12,6,12,5,8,4,7,2,3,0,4,0,2,0,2,5,0,6,0,0
8781,5,23,3,6,4.6,3,6,4.6,23,1,0,1,1,2,2,4,3,4,3,2.4,2.0,2.8,2.6,0,0,1,0,4,2,3,0,2.2,0.6,1.8,0.0,15,8,0,0,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,5,4,2,1,0,0,0,0,0,0,0,0,13,13,6,18,11,10,5,15,7,9,4,10,5,6,3,0,4,4,16,28,10
6531,4,16,4,5,4.2,2,6,4.0,17,2,1,1,1,1,1,3,5,4,3,2.0,2.8,2.2,2.2,0,1,0,0,2,5,1,1,0.8,2.8,0.5,0.2,10,5,1,0,1,2,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,1,2,1,1,1,1,1,0,0,0,0,8,8,2,13,6,6,1,10,7,3,1,8,5,2,0,1,7,0,30,0,0
5135,3,8,3,5,3.7,2,4,2.7,11,2,2,0,1,2,0,3,4,3,3,1.0,2.7,2.3,1.3,0,0,0,0,3,3,3,0,1.0,1.7,1.0,0.0,3,2,3,0,0,1,2,0,1,3,1,3,1,3,1,2,1,2,1,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,5,2,5,1,2,0,3,1,1,0,3,1,1,0,2,2,0,2,0,0
2714,2,9,4,4,4.0,4,5,4.5,8,2,0,2,2,4,1,2,2,4,2,2.0,2.0,4.0,1.5,1,1,1,0,2,2,1,0,1.5,1.5,1.0,0.0,5,4,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,3,4,2,7,2,3,2,5,1,2,0,3,0,1,0,0,4,4,1,1,0
9271,3,12,4,6,5.0,4,4,4.0,15,2,1,1,1,2,3,3,5,5,3,2.0,3.3,3.7,3.0,0,1,0,0,2,4,4,0,0.7,2.3,2.0,0.0,6,5,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,2,1,2,1,0,0,0,0,0,0,0,0,5,6,2,9,4,3,1,6,2,3,1,4,1,1,0,1,9,0,6,0,0
1363,3,11,3,7,5.0,2,5,3.7,15,1,0,1,2,0,3,4,4,2,4,2.7,2.7,1.0,3.3,1,0,0,0,4,2,0,3,2.7,1.3,0.0,1.0,8,1,2,0,1,0,2,0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,4,6,2,4,1,1,0,8,2,3,0,3,1,0,0,1,3,1,7,10,6
142,2,12,4,4,4.0,6,6,6.0,8,2,0,2,1,3,2,3,2,4,4,2.5,1.5,3.5,3.0,2,0,1,0,3,0,2,0,2.5,0.0,1.5,0.0,8,4,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,7,4,3,8,4,2,1,8,4,3,2,4,1,1,0,0,3,3,1,3,0
8385,2,8,4,6,5.0,4,4,4.0,10,0,0,1,1,2,3,3,3,4,3,2.0,2.0,3.0,3.0,0,1,0,0,3,3,3,0,1.5,2.0,1.5,0.0,3,4,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,5,8,5,4,3,4,3,3,1,3,1,0,0,0,0,1,0,1,0,0,0
5483,3,13,3,5,4.3,2,7,4.3,13,2,1,1,2,1,3,3,4,4,4,1.7,3.0,2.0,3.3,0,1,0,0,3,3,1,1,1.3,2.0,0.7,0.3,8,4,1,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,8,7,4,8,6,4,3,8,5,3,2,4,3,1,1,1,4,0,11,0,4
1754,3,14,3,6,4.7,4,6,4.7,14,3,2,1,2,3,1,3,5,4,3,2.3,3.3,3.3,2.3,0,1,0,0,2,5,3,0,0.7,3.0,1.0,0.0,6,6,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,6,10,5,10,4,6,3,6,3,3,2,4,1,1,0,1,8,0,8,0,0
1840,6,22,3,6,4.5,2,5,3.7,27,1,0,1,2,1,1,4,4,3,2,2.2,2.8,2.5,1.5,0,0,0,0,3,4,3,0,1.5,2.0,1.0,0.0,10,8,4,0,0,3,3,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,3,2,2,1,0,0,0,0,0,0,0,0,17,17,13,11,7,8,5,10,8,8,6,3,2,3,2,1,4,3,10,5,0
1346,4,21,3,9,5.8,4,6,5.2,23,4,2,3,1,3,2,6,5,6,8,4.5,2.5,4.2,4.5,0,0,0,0,5,5,6,0,2.8,1.2,1.8,0.0,12,7,0,2,0,2,0,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,11,8,3,14,6,6,2,12,4,5,1,7,1,3,0,0,0,9,0,20,0
7632,2,9,5,5,5.0,2,7,4.5,10,1,0,3,0,1,2,4,4,4,5,3.5,2.0,2.5,3.5,1,0,0,0,4,4,1,0,2.5,2.0,0.5,0.0,3,5,1,0,0,1,1,0,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,3,2,7,4,2,1,3,0,0,0,2,0,0,0,1,7,1,0,0,0
8642,3,11,4,5,4.3,3,4,3.7,13,0,0,1,2,1,1,4,3,4,2,2.7,2.7,2.7,1.7,1,0,0,0,4,1,3,0,2.7,0.7,1.0,0.0,7,1,3,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,8,6,4,6,4,1,0,7,4,3,1,5,3,1,0,2,1,1,1,4,4
7424,3,10,4,5,4.3,2,4,3.3,13,0,0,1,0,1,1,4,3,2,3,2.0,1.7,1.3,2.3,1,0,0,0,4,2,1,2,2.0,1.0,0.7,0.7,7,2,1,0,1,1,1,0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,2,2,2,2,1,1,1,1,0,0,1,1,0,0,6,8,5,5,3,3,2,7,4,5,3,3,2,1,1,1,0,2,1,7,2
9949,5,22,3,6,5.0,3,6,4.4,25,1,0,0,2,2,0,4,3,5,5,1.8,2.8,3.0,2.6,0,1,0,0,4,3,2,0,1.8,2.2,1.0,0.0,12,9,1,0,0,4,1,0,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,3,0,0,0,0,0,0,0,0,14,18,11,17,12,13,9,12,7,10,5,8,6,6,4,1,3,5,6,13,9
3742,3,17,3,5,4.3,4,8,5.7,13,2,0,2,2,1,2,4,5,3,4,2.7,3.7,2.3,3.0,0,1,0,0,4,2,1,0,2.0,1.7,0.7,0.0,11,4,2,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,6,12,4,11,3,7,2,11,4,7,2,7,2,4,1,1,2,3,2,3,0
2357,3,10,4,6,4.7,2,4,3.3,14,2,0,1,2,1,3,3,3,3,4,1.7,2.3,1.7,3.7,1,2,0,0,3,2,1,1,1.7,2.0,0.7,0.3,8,2,0,0,1,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0,0,6,7,6,5,4,4,4,8,4,5,4,3,2,2,2,0,1,1,11,7,11
4280,5,24,3,5,4.0,3,7,4.8,20,1,1,1,1,1,1,4,3,3,4,2.4,2.4,2.2,2.0,0,0,0,0,4,3,2,0,2.2,1.4,0.4,0.0,15,3,5,1,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,12,18,8,10,1,7,0,15,6,10,3,7,1,4,0,0,0,2,0,4,16
7417,3,15,3,4,3.3,5,5,5.0,10,6,3,1,1,3,1,4,3,4,3,2.7,1.7,3.3,2.0,0,0,0,0,4,0,3,0,2.3,0.0,1.0,0.0,7,5,1,2,0,1,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,4,1,9,3,2,0,7,2,3,0,4,1,2,0,0,0,1,0,2,0
135,2,10,3,4,3.5,3,7,5.0,7,1,0,2,2,3,1,3,2,3,1,2.5,2.0,3.0,1.0,1,0,0,0,2,1,3,0,1.5,0.5,1.5,0.0,5,3,2,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,4,2,6,2,2,0,5,3,1,0,3,1,1,0,1,1,2,0,0,0
2846,3,11,4,5,4.7,3,4,3.7,14,2,1,1,1,1,3,4,4,3,4,2.3,3.0,2.0,3.7,1,0,0,0,4,4,0,0,2.0,2.7,0.0,0.0,8,0,2,1,0,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,4,2,3,1,8,3,6,2,4,2,3,1,0,0,0,0,6,11
6682,3,11,4,7,5.7,3,5,3.7,17,0,0,1,2,2,1,3,4,4,3,2.0,3.3,3.0,2.0,0,2,1,0,1,3,3,2,0.3,2.7,2.0,0.7,8,3,0,0,1,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,6,9,4,10,5,9,4,8,5,6,3,7,4,6,3,0,2,2,14,9,8
31,3,8,3,4,3.7,2,3,2.7,11,3,1,1,0,1,0,4,2,3,4,2.0,1.0,2.0,2.3,0,0,0,0,4,2,3,0,1.7,0.7,1.3,0.0,4,3,0,1,0,2,0,1,3,2,2,3,3,2,2,2,2,1,1,2,2,1,1,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,4,3,1,4,2,2,0,4,2,1,1,1,1,0,0,0,0,2,0,6,4
5584,5,27,3,6,4.4,4,8,5.4,22,4,2,2,1,1,2,3,4,4,4,2.6,3.2,2.4,2.8,0,0,0,0,3,4,4,0,1.2,2.4,0.8,0.0,17,5,5,0,0,1,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,15,16,6,14,7,8,1,17,8,9,2,9,3,6,0,2,2,0,11,0,20
6638,4,19,4,4,4.0,2,8,4.8,16,1,0,2,2,1,1,3,3,3,4,2.5,2.2,1.8,2.5,2,0,0,0,3,2,1,1,2.5,0.8,0.5,0.2,12,6,1,0,1,2,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,0,0,1,1,1,1,0,0,0,0,8,12,5,11,4,5,1,12,4,8,4,5,1,2,1,1,4,2,8,17,16
522,6,29,3,6,4.2,4,6,4.8,25,0,0,2,0,1,1,3,4,4,3,2.5,2.2,2.0,2.3,2,0,0,0,3,2,4,1,2.2,0.8,0.8,0.3,20,6,3,0,2,2,2,0,6,5,5,6,6,5,5,6,6,5,5,6,6,5,5,6,3,3,2,2,0,0,2,2,1,1,0,0,0,0,18,16,8,15,7,7,2,20,11,10,4,9,3,4,1,2,1,2,3,11,10
4802,2,9,4,4,4.0,4,5,4.5,8,0,0,1,2,2,2,1,2,3,3,1.0,2.0,2.5,2.5,1,2,1,0,1,2,1,0,1.0,2.0,1.0,0.0,7,2,0,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,3,5,3,7,2,3,2,7,1,3,1,5,0,1,0,0,1,1,2,2,2
1300,3,18,3,5,4.0,5,7,6.0,12,1,0,2,2,2,1,4,3,3,5,3.0,2.3,2.3,2.7,0,0,1,0,4,3,1,0,2.0,1.0,1.0,0.0,10,8,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,0,3,2,1,0,0,0,0,0,0,0,0,0,11,12,6,11,7,7,3,10,5,7,3,3,1,2,0,0,6,6,11,11,3
9492,3,10,3,6,5.0,2,4,3.3,15,0,0,2,1,0,2,4,4,4,5,3.0,3.0,2.3,3.3,0,1,0,0,3,4,2,0,1.7,2.7,0.7,0.0,6,2,2,0,0,1,2,0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,7,7,5,5,2,3,1,6,5,3,3,3,2,1,1,1,0,1,9,3,15
6124,3,19,3,6,4.7,4,8,6.3,14,1,0,2,2,2,2,3,5,3,6,2.7,3.0,2.7,3.7,0,2,0,0,1,5,3,0,0.7,3.0,1.0,0.0,13,4,2,0,0,1,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,13,9,6,11,7,4,2,13,8,4,2,7,4,1,0,1,3,1,4,2,4
9771,5,20,3,6,4.8,2,5,4.0,24,2,1,1,0,1,2,4,5,5,4,2.6,2.0,3.4,3.2,0,0,0,0,4,2,5,1,2.0,1.0,1.6,0.2,12,5,3,0,1,2,2,0,5,4,4,5,5,4,4,5,5,4,4,5,5,4,4,4,3,3,3,2,1,1,1,1,0,0,1,1,0,0,14,8,6,13,8,4,3,12,9,2,1,8,6,1,1,2,2,1,13,17,0
9776,2,7,3,4,3.5,3,4,3.5,7,4,2,2,3,1,3,3,4,3,4,2.5,3.5,2.0,3.5,0,3,0,0,0,4,0,0,0.0,3.5,0.0,0.0,3,2,2,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,1,1,0,3,1,0,0,0,0,0,0,1,2,0,0,0,0
4265,2,9,4,6,5.0,4,5,4.5,10,0,0,3,1,2,3,4,4,4,4,3.5,2.5,3.0,3.5,3,0,0,0,4,2,1,0,3.5,1.0,0.5,0.0,5,3,1,0,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7,4,3,6,4,2,1,5,3,2,1,3,1,1,0,1,1,3,0,2,1
8693,3,16,4,7,5.3,4,6,5.3,16,0,0,2,2,2,1,3,5,4,5,2.7,3.3,2.7,3.0,0,1,0,0,3,3,4,0,1.3,2.0,2.0,0.0,10,5,1,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,11,12,8,10,5,7,3,10,8,6,5,5,3,2,1,1,1,3,13,7,13
8121,4,15,4,7,5.5,2,5,3.8,22,0,0,0,1,1,1,6,5,3,6,3.2,3.0,2.2,3.2,0,0,0,0,6,3,3,1,3.0,1.2,1.0,0.2,11,3,1,0,1,2,1,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,2,2,1,2,1,1,1,0,0,0,0,0,0,8,8,3,10,3,6,1,11,6,4,1,7,2,3,0,1,0,2,24,29,38
489,2,10,3,5,4.0,4,6,5.0,8,0,0,2,2,2,0,3,4,2,4,2.5,3.0,2.0,2.0,1,1,0,0,2,4,0,0,1.5,2.5,0.0,0.0,5,2,3,0,0,0,2,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,4,2,3,1,5,2,5,2,2,1,2,1,2,1,3,0,0,0
3754,4,15,4,6,4.5,3,4,3.8,18,2,1,1,1,2,0,4,2,4,4,2.2,1.8,3.0,2.5,0,0,0,0,4,2,4,0,2.0,0.8,1.8,0.0,7,7,1,0,0,3,1,0,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,3,2,1,1,0,0,0,0,0,0,0,0,10,8,5,9,6,5,3,7,4,3,1,2,1,1,0,1,3,2,11,29,0
2519,4,16,4,5,4.5,2,7,4.0,18,2,0,0,1,1,2,3,4,5,4,2.2,2.8,2.8,2.8,0,0,0,0,3,4,2,0,1.8,2.0,0.8,0.0,10,4,2,0,0,2,2,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,7,8,4,10,3,4,1,10,3,5,2,6,1,3,1,2,3,2,12,8,0
5042,5,15,3,6,4.6,2,4,3.0,23,2,1,1,1,2,0,5,3,4,3,2.4,2.0,3.0,1.2,0,0,0,0,5,3,3,0,1.8,1.2,1.6,0.0,6,8,1,0,0,4,1,0,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,2,4,3,3,2,0,0,0,0,0,0,0,0,7,8,3,14,7,7,3,6,3,1,0,6,3,1,0,1,5,0,0,0,0
2114,4,16,4,5,4.8,2,6,4.0,19,2,1,1,3,1,1,3,5,4,3,1.8,4.0,2.8,2.0,0,0,0,0,2,5,4,0,0.8,2.5,1.5,0.0,9,4,3,0,0,2,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,8,12,5,8,5,5,3,9,4,6,2,4,2,2,1,2,2,0,20,0,7
9532,3,19,4,4,4.0,5,9,6.3,12,0,0,2,2,2,1,3,3,3,3,2.7,2.7,2.3,2.0,2,0,0,0,3,1,1,0,2.7,0.7,0.7,0.0,10,7,2,0,0,2,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,0,0,0,0,0,0,0,0,9,13,4,12,4,9,2,10,3,6,0,5,0,4,0,1,3,7,3,6,3
2599,4,17,3,6,4.5,3,7,4.2,18,5,1,0,2,2,3,4,4,4,4,2.2,3.0,2.8,3.5,0,0,0,0,4,4,2,1,1.8,1.8,0.5,0.5,10,4,2,1,2,1,0,1,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,3,3,2,1,1,1,1,2,1,2,1,0,0,0,0,8,10,6,8,3,4,2,10,4,5,3,4,1,1,0,0,0,2,0,17,35
6153,3,13,3,7,4.7,4,5,4.3,14,4,1,1,3,1,3,6,4,6,4,3.3,3.3,3.0,3.3,1,0,0,0,6,3,0,0,3.3,1.3,0.0,0.0,9,0,3,1,0,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,6,5,5,3,1,1,9,5,3,3,5,3,1,1,0,0,0,0,0,4
5422,6,19,3,6,4.3,2,7,3.2,26,4,1,0,0,0,2,4,4,4,5,2.3,1.7,1.8,3.2,0,0,0,0,4,3,3,1,1.8,1.0,1.0,0.5,11,4,3,1,3,1,1,1,5,4,3,5,4,4,3,6,5,4,3,5,4,4,3,4,3,1,3,1,2,0,3,2,1,0,2,1,1,0,8,10,2,10,3,6,0,11,4,4,0,6,2,3,0,0,0,0,0,0,8
6368,4,21,4,6,4.5,4,7,5.2,18,2,2,2,2,1,1,5,4,3,5,3.0,3.2,2.2,2.8,0,1,0,0,5,4,0,0,1.5,3.0,0.0,0.0,12,5,4,0,0,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,12,12,8,11,6,3,3,12,5,5,3,6,1,0,0,3,1,0,8,0,28
4705,3,14,3,6,4.3,3,7,4.7,13,2,1,2,1,1,1,4,5,2,3,3.0,3.3,1.3,2.0,0,0,0,0,4,5,1,0,2.0,2.0,0.3,0.0,7,2,4,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,8,10,5,7,3,4,1,7,4,4,2,5,3,2,1,0,0,0,0,0,10
1901,4,13,3,5,3.8,2,5,3.2,15,1,1,1,0,1,2,4,3,3,3,2.2,1.5,2.0,2.2,1,0,0,0,4,2,2,1,2.2,0.8,0.5,0.2,7,3,2,1,1,1,1,1,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,2,2,1,1,0,0,1,1,1,1,0,0,0,0,8,6,3,6,2,2,0,7,3,3,1,3,0,1,0,0,0,3,0,11,7
6274,4,17,3,5,3.8,3,5,4.2,15,1,1,1,1,2,1,5,3,3,3,2.8,1.8,2.2,2.2,0,0,0,0,5,1,2,0,2.2,0.8,0.8,0.0,9,6,1,1,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,2,1,0,0,0,0,0,0,0,0,10,7,3,10,5,3,1,9,4,3,1,4,1,0,0,0,0,3,0,18,9
9969,3,12,3,6,5.0,3,5,4.0,15,1,1,2,1,1,0,6,4,4,5,3.3,2.3,2.3,2.3,2,0,0,0,6,4,0,0,3.3,1.7,0.0,0.0,6,3,2,1,0,0,2,1,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,9,6,5,3,6,4,3,2,6,4,3,2,0,0,6,0,5,6
218,4,12,3,4,3.8,3,3,3.0,15,2,1,1,0,1,1,3,2,3,3,2.5,1.5,2.0,2.0,0,0,0,0,3,2,2,2,1.5,1.2,0.5,0.5,7,3,1,1,1,1,1,1,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,2,1,0,1,0,1,1,1,1,0,0,0,0,6,4,2,6,1,1,0,7,3,2,1,3,0,0,0,0,0,3,0,4,0
5307,4,16,3,6,4.2,4,4,4.0,17,2,0,0,1,1,1,4,6,4,4,2.0,3.2,2.2,2.2,0,1,0,0,4,3,1,1,1.5,2.2,0.2,0.2,10,3,3,0,1,1,2,0,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,2,4,2,1,0,1,0,1,0,1,0,0,0,0,0,6,9,3,9,3,4,1,10,2,4,0,6,1,2,0,2,3,0,10,0,21
363,3,14,3,5,3.7,3,6,4.7,11,0,0,1,2,0,2,2,4,4,4,1.7,2.7,1.7,2.7,1,0,0,0,2,1,3,1,1.7,0.3,1.3,0.3,11,3,0,0,1,2,0,0,3,3,3,2,2,2,2,3,3,3,3,2,2,2,2,3,1,1,2,2,1,1,1,1,0,0,0,0,0,0,5,9,2,5,2,2,1,11,3,7,1,2,0,0,0,0,3,3,5,7,3
4436,3,9,4,5,4.3,2,4,3.0,13,0,0,1,2,2,1,3,2,3,2,1.7,2.0,2.7,1.7,0,0,1,0,1,2,3,0,0.7,1.3,2.3,0.0,5,4,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,2,2,1,0,0,0,0,0,0,0,0,6,5,2,7,5,4,2,5,3,3,1,3,2,2,1,0,3,3,10,7,1
3850,2,9,4,5,4.5,2,7,4.5,9,1,1,1,4,0,1,3,4,2,4,2.0,4.0,1.0,2.5,0,4,0,0,1,4,0,0,0.5,4.0,0.0,0.0,5,2,2,0,0,0,2,0,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,4,3,3,2,5,2,4,1,2,1,1,0,1,1,0,1,0,3
1020,3,16,3,6,4.3,3,7,5.3,13,1,1,1,2,1,1,6,3,3,3,3.3,2.3,2.3,1.7,1,0,0,0,6,2,0,0,3.0,1.3,0.0,0.0,7,5,3,1,0,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,12,10,7,8,4,5,2,7,5,4,3,3,1,2,1,0,0,1,0,2,2
130,3,12,3,5,4.0,2,6,4.0,12,0,0,2,0,1,1,4,2,2,3,3.0,1.3,1.7,1.7,2,0,0,0,4,1,0,1,3.0,0.7,0.0,0.3,6,3,3,0,1,0,2,0,3,2,2,3,3,2,2,3,3,2,2,3,3,2,2,3,2,2,0,0,0,0,1,1,0,0,0,0,0,0,10,6,6,5,3,0,0,6,4,3,3,2,0,0,0,2,1,0,1,5,15
6993,2,11,6,6,6.0,5,6,5.5,12,2,1,3,4,2,5,6,5,3,6,4.5,4.5,2.5,5.5,0,0,0,0,6,4,2,0,3.0,2.0,1.0,0.0,6,3,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,8,9,7,4,3,4,3,6,4,5,4,1,1,1,1,0,0,1,0,0,0
